Province_State,Country_Region,Lat,Long_
Idaho,US,44.22800938,-111.4809943
Idaho,US,44.06482372,-116.398376
Idaho,US,42.96927962,-114.8108306
Idaho,US,45.84721541,-115.4634436
Idaho,US,43.82078483,-112.3131749
Idaho,US,42.68891267,-114.2655033
Idaho,US,46.81587887,-116.7113698
Idaho,US,44.9438088,-113.9309747
Idaho,US,46.23315327,-116.434146
Idaho,US,43.0012336,-114.1358773
Idaho,US,42.85518524,-113.6357257
Idaho,US,46.32638236,-116.7500975
Idaho,US,42.19494279999999,-112.5407838
Idaho,US,42.58016894,-116.1693871
Idaho,US,44.00545243,-116.7647695
Idaho,US,42.69254894,-112.83957420000002
Idaho,US,47.35364087,-115.8916749
Idaho,US,44.76728382,-115.5676773
Idaho,US,44.45275475,-116.7847688
Illinois,US,37.18049267,-89.32910838
Illinois,US,38.88829622,-89.43534887
Illinois,US,42.32359279,-88.82345779
Illinois,US,39.96209138,-90.75068024
Illinois,US,41.40385234,-89.5283051
Illinois,US,39.16840183,-90.66330078
Illinois,US,42.06823429,-89.93395545
Illinois,US,39.96991073,-90.24734436
Illinois,US,39.33425789,-87.78705622
Illinois,US,38.75388572,-88.48914513
Illinois,US,39.51949084,-88.22358557
Illinois,US,39.0032229,-87.75954624
Illinois,US,40.17514519,-88.90959682
Illinois,US,39.76768052,-88.21854195
Illinois,US,39.6809186,-87.74759563
Illinois,US,38.41353228,-88.05720863
Illinois,US,39.05935711,-88.58969584
Illinois,US,39.00072038,-89.02452658
Illinois,US,40.59706922,-88.22350769
Illinois,US,37.99189086,-88.92567818
Illinois,US,40.47289135,-90.20862357
Illinois,US,37.76430935,-88.22953869
Illinois,US,39.35907414,-90.388865
Illinois,US,41.28569601,-88.41905692
Illinois,US,38.08163641,-88.53883373
Illinois,US,40.40423981,-91.16313899
Illinois,US,37.51810645,-88.26873022
Illinois,US,40.81908672,-90.92491462
Illinois,US,41.3533994,-90.13296166
Illinois,US,40.74717633,-87.82466784
Illinois,US,39.01054275,-88.15437049
Illinois,US,38.29980057,-88.9240025
Illinois,US,39.08869046,-90.35393073
Illinois,US,37.45939802,-88.88165419
Illinois,US,40.93148779,-90.21330340000002
Illinois,US,38.71987914,-87.72884035
Illinois,US,41.74583951,-89.29977132
Illinois,US,40.12581572,-89.36638784
Illinois,US,39.86064913,-88.96342505
Illinois,US,39.26119767,-89.92424028
Illinois,US,38.64963204,-88.91899208
Illinois,US,41.0327901,-89.34510444
Illinois,US,40.23917274,-89.91824452
Illinois,US,37.22078441,-88.71036614
Illinois,US,40.45674722,-90.67775541
Illinois,US,40.02742725,-89.80246001
Illinois,US,41.20596782,-90.74290052
Illinois,US,38.27594376,-90.17761038
Illinois,US,39.23198845,-89.47809254
Illinois,US,39.71654544,-90.20255104
Illinois,US,39.64187451,-88.62099969
Illinois,US,42.04165196,-89.32184679
Illinois,US,38.08510853,-89.36856219
Illinois,US,40.01360584,-88.59319339
Illinois,US,39.62265059,-90.8877017
Illinois,US,37.41391284,-88.56152109
Illinois,US,37.22631423,-89.13085001
Illinois,US,41.2013541,-89.2869272
Illinois,US,38.05095369,-89.82512254
Illinois,US,38.71240969,-88.08475366
Illinois,US,37.75332999,-88.54119706
Illinois,US,40.1571798,-90.61114163
Illinois,US,39.6429169,-90.47814431
Illinois,US,39.39133527,-88.80611122
Illinois,US,41.09309773,-89.79745866
Illinois,US,40.50716185,-89.51404662
Illinois,US,37.47119609,-89.25548938
Illinois,US,40.18417171,-87.73384359
Illinois,US,38.44272901,-87.84922065
Illinois,US,40.84925021,-90.6147432
Illinois,US,38.42955355,-88.42586459
Illinois,US,38.08706198,-88.17657461
Indiana,US,40.60626947,-87.31093999
Indiana,US,40.47388153,-85.32499702
Indiana,US,39.19605589,-86.22868909
Indiana,US,40.580783200000006,-86.56198812
Indiana,US,40.76135835,-86.34830753
Indiana,US,39.39561833,-87.11723506
Indiana,US,40.30319754,-86.47277257
Indiana,US,38.28814402,-86.44518825
Indiana,US,38.70186039,-87.07185406
Indiana,US,39.14647946,-84.97333539
Indiana,US,39.30712658,-85.50087166
Indiana,US,41.39804622,-84.99906934
Indiana,US,40.12361933,-87.24217689
Indiana,US,41.0469907,-86.26252745
Indiana,US,38.30393723,-87.58054938
Indiana,US,38.19467379,-86.10948271
Indiana,US,39.93029017,-85.39625719
Indiana,US,40.82907273,-85.48822092
Indiana,US,38.90915820000001,-86.03851889
Indiana,US,41.02078733,-87.11553319
Indiana,US,40.43781032,-85.00576229
Indiana,US,38.78576239,-85.43633383
Indiana,US,38.68861576,-87.4194665
Indiana,US,41.24521668,-85.86312322
Indiana,US,41.64232188,-85.42674232
Indiana,US,38.84112637,-86.48361629
Indiana,US,41.32467367,-86.26185087
Indiana,US,38.7099921,-86.80373186
Indiana,US,40.04034823,-86.89335024
Indiana,US,40.95610449,-87.39635768
Indiana,US,38.955305,-84.96515993
Indiana,US,38.54118920000001,-86.49523093
Indiana,US,39.77202286,-87.20375833
Indiana,US,38.07809328,-86.63741946
Indiana,US,38.40112197,-87.23574907
Indiana,US,41.45986947,-87.06848888
Indiana,US,38.02097333,-87.86480429
Indiana,US,41.04166107,-86.69890683
Indiana,US,40.15734772,-85.01139319
Indiana,US,39.62002287,-85.4655599
Indiana,US,38.01519732,-87.0079644
Indiana,US,41.27890281,-86.64686895
Indiana,US,41.64423868,-85.00101094
Indiana,US,39.08952258,-87.41414469
Indiana,US,38.82767338,-85.03022429
Indiana,US,39.62550777,-84.92497066
Indiana,US,39.8523352,-87.46160542
Indiana,US,40.84704239,-85.79328272
Indiana,US,40.34728141,-87.35602659
Indiana,US,38.08922676,-87.2716085
Indiana,US,40.74911165,-86.86492015
Indiana,US,41.13863784,-85.50791236
Iowa,US,41.02903567,-94.69932645
Iowa,US,40.74324454,-92.86865906
Iowa,US,41.6844628,-94.90581859
Iowa,US,42.08011739,-92.06463573
Iowa,US,42.03657094,-93.9313999
Iowa,US,42.77461496,-92.31795937
Iowa,US,42.4709188,-91.83510825
Iowa,US,42.73545875,-95.15100162
Iowa,US,42.73172833,-92.79015971
Iowa,US,42.38521079,-94.64046046
Iowa,US,41.33149454,-94.92792482
Iowa,US,41.77233777,-91.13246684
Iowa,US,42.73538914,-95.62389402
Iowa,US,43.06001295,-92.31773347
Iowa,US,41.02868181,-93.78499767
Iowa,US,43.08247182,-95.15096481
Iowa,US,42.84443388,-91.34133693
Iowa,US,41.89981633,-90.53275096
Iowa,US,42.03718237,-95.3819718
Iowa,US,40.74773536,-92.41005468
Iowa,US,40.73742757,-93.78645949
Iowa,US,42.47104597,-91.3664492
Iowa,US,40.92012606,-91.18326592
Iowa,US,43.37787725,-95.1510206
Iowa,US,43.37782951,-94.67858943
Iowa,US,43.06000529999999,-92.78940097
Iowa,US,42.73270384,-93.26256925
Iowa,US,40.74542720000001,-95.60129045
Iowa,US,42.03614551,-94.39658081
Iowa,US,42.40183723,-92.78829551
Iowa,US,41.68378965,-94.50111014
Iowa,US,42.38382428,-93.70197703
Iowa,US,43.08178477,-93.73454884
Iowa,US,42.38353877,-93.23654611
Iowa,US,43.35671042,-92.31702714
Iowa,US,42.7764426,-94.20722537
Iowa,US,42.38696136,-95.51355387
Iowa,US,41.68630265,-92.0643373
Iowa,US,42.17178824,-90.57354837
Iowa,US,41.68576082,-93.05567785
Iowa,US,41.03192394,-91.94849466
Iowa,US,42.12118609,-91.13139641
Iowa,US,41.33649833,-92.1785067
Iowa,US,40.64181461,-91.48183025
Iowa,US,41.21842119,-91.26102611
Iowa,US,41.02958964,-93.32780803
Iowa,US,43.38107862,-96.20926845
Iowa,US,41.33081904,-94.01554631
Iowa,US,41.33521503,-92.64083907
Iowa,US,41.33445101,-93.09934783
Iowa,US,42.03586837,-92.9990819
Iowa,US,41.03299766,-95.61920963
Iowa,US,43.35638371,-92.78887719
Iowa,US,42.05220391,-95.95743843
Iowa,US,41.02988815,-92.8690667
Iowa,US,41.03018714,-95.15642896
Iowa,US,43.08310673,-95.62474482
Iowa,US,43.37824276,-95.62422844
Iowa,US,40.7393172,-95.1497813
Iowa,US,43.08193849,-94.67824621
Iowa,US,42.737633,-96.21366621
Iowa,US,42.73420133,-94.67862564
Iowa,US,40.73518949,-94.24368535
Iowa,US,42.38624071,-95.10547892
Iowa,US,41.6850066,-95.31015553
Iowa,US,40.73710579,-94.69778563
Iowa,US,41.0277278,-94.24234847
Iowa,US,40.75326764,-91.95017958
Iowa,US,41.03064984,-92.40954728
Iowa,US,41.33559454,-93.56007641
Iowa,US,40.73969028,-93.32752197
Iowa,US,42.42853483,-94.17987389
Iowa,US,43.37751174,-93.73407298
Iowa,US,43.37750768,-93.26087602
Iowa,US,42.73305373,-93.73515113
Kansas,US,37.88582951,-95.30030847
Kansas,US,38.21413251,-95.29272815
Kansas,US,39.53185661,-95.30870026
Kansas,US,37.2288586,-98.68460053
Kansas,US,38.47889676,-98.75636726
Kansas,US,37.85508555,-94.84865997
Kansas,US,39.82652589,-95.56421698
Kansas,US,38.30292938,-96.59563862
Kansas,US,37.14994405,-96.2454192
Kansas,US,39.78580976,-101.7318201
Kansas,US,37.23577007,-99.81883015
Kansas,US,39.34948772,-97.16518128
Kansas,US,39.48028352,-97.64925343
Kansas,US,38.2365018,-95.73379515
Kansas,US,37.19114520000001,-99.27113247
Kansas,US,37.23781842,-96.83776647
Kansas,US,37.50675523,-94.85245778
Kansas,US,39.78468441,-100.4594081
Kansas,US,38.86600962,-97.15532383
Kansas,US,39.79067154,-95.14056866
Kansas,US,37.88735543,-99.31263309
Kansas,US,37.45338105,-96.24369667
Kansas,US,38.91458712,-99.31751551
Kansas,US,38.69677695,-98.20462799
Kansas,US,38.04340344,-100.7381938
Kansas,US,38.99871131,-96.7577178
Kansas,US,38.91588178,-100.4829321
Kansas,US,39.34987223,-99.88332493
Kansas,US,37.56227336,-101.3079758
Kansas,US,37.73836671,-100.4369088
Kansas,US,38.4808095,-101.8061079
Kansas,US,37.8774388,-96.23250453
Kansas,US,37.99978709,-101.7921066
Kansas,US,37.19175361,-98.07578384
Kansas,US,38.04293782,-97.42747573
Kansas,US,37.5620394,-100.8710738
Kansas,US,38.08780079,-99.89829881
Kansas,US,39.2347941,-95.38289232
Kansas,US,39.78470589,-98.21820662
Kansas,US,38.00017981,-101.321681
Kansas,US,37.55909527,-98.13638678
Kansas,US,37.55848695,-99.2856537
Kansas,US,37.19113093,-95.29849679
Kansas,US,38.48119447,-100.4660754
Kansas,US,39.04549684,-98.20756994
Kansas,US,38.91735806,-101.148475
Kansas,US,38.45576156,-96.15275715
Kansas,US,38.35855394,-97.0985251
Kansas,US,39.78359669,-96.52278974
Kansas,US,38.39184858,-97.64769869
Kansas,US,37.23859987,-100.364831
Kansas,US,38.56383358,-94.83832189
Kansas,US,37.19236568,-95.74329258
Kansas,US,37.19141121,-101.79925190000002
Kansas,US,39.78345387,-96.01392079
Kansas,US,37.55862897,-95.30670046
Kansas,US,38.47974157,-99.91547333
Kansas,US,39.78443827,-99.90286639
Kansas,US,38.65235984,-95.72707998
Kansas,US,39.3503437,-98.76753828
Kansas,US,39.13237408,-97.65020313
Kansas,US,38.18108732,-99.23692334
Kansas,US,39.78465501,-99.34668865
Kansas,US,39.37925655,-96.34564657
Kansas,US,37.64780729,-98.73922153
Kansas,US,39.78525843,-101.0761617
Kansas,US,39.82799632,-97.65036709
Kansas,US,38.34616184,-98.19992118
Kansas,US,39.35022773,-99.32484567
Kansas,US,38.52275276,-99.30863983
Kansas,US,38.91462787,-98.76254297
Kansas,US,38.78369175,-97.65185177
Kansas,US,38.48222076,-100.9066539
Kansas,US,37.19324632,-100.8507201
Kansas,US,39.04100763,-95.7557264
Kansas,US,39.35018161,-100.4418259
Kansas,US,39.35147699,-101.7197624
Kansas,US,39.78516566,-98.78566062
Kansas,US,38.03100851,-98.71762001
Kansas,US,37.56304714,-101.7843534
Kansas,US,37.1923008,-101.3118967
Kansas,US,37.23682549,-97.47721621
Kansas,US,39.35107575,-101.0553705
Kansas,US,38.91467218,-99.87284448
Kansas,US,38.95471985,-96.20350509
Kansas,US,38.91686134,-101.7638876
Kansas,US,39.78420784,-97.0875323
Kansas,US,38.48178252,-101.3471509
Kansas,US,37.55937174,-95.74323255
Kansas,US,37.8865336,-95.74006277
Kentucky,US,37.10459774,-85.28129668
Kentucky,US,36.75197631,-86.19457544
Kentucky,US,37.05842757,-88.99427697
Kentucky,US,36.96469836,-85.93338945
Kentucky,US,38.14735938,-83.74588932
Kentucky,US,36.73355174,-83.67766671
Kentucky,US,38.97065142,-84.72615357
Kentucky,US,38.36176608,-82.68652187
Kentucky,US,37.62680923,-84.8633779
Kentucky,US,38.69158994,-84.08532444
Kentucky,US,37.52333168,-83.31959161
Kentucky,US,37.77377239,-86.42885017
Kentucky,US,37.97162523,-85.68955617
Kentucky,US,37.20946153,-86.68748787
Kentucky,US,37.14749129,-87.86948214
Kentucky,US,38.94384345,-84.37875208
Kentucky,US,36.85372876,-88.96692220000001
Kentucky,US,38.66599534,-85.12601074
Kentucky,US,38.31690743,-83.05092385
Kentucky,US,37.32533118,-84.92726209
Kentucky,US,37.16451126,-83.712575
Kentucky,US,36.72581156,-85.13377529
Kentucky,US,37.35839237,-88.08826090000002
Kentucky,US,36.78926125,-85.39050034
Kentucky,US,37.21218923,-86.23955613
Kentucky,US,38.11624059,-83.09771563
Kentucky,US,37.69241417,-83.95956369
Kentucky,US,38.36758311,-83.69657514
Kentucky,US,37.56213922,-82.74750924
Kentucky,US,36.55238827,-89.20140068
Kentucky,US,38.75398691,-84.8558382
Kentucky,US,37.6388668,-84.53289319
Kentucky,US,38.64962758,-84.62415957
Kentucky,US,36.72292505,-88.65143315
Kentucky,US,37.46231118,-86.34248968
Kentucky,US,37.26484328,-85.5540745
Kentucky,US,38.54332505,-82.9215658
Kentucky,US,37.83766422,-86.78280584
Kentucky,US,36.85699301,-83.21899516
Kentucky,US,37.29943898,-85.88461055
Kentucky,US,38.44942688,-85.11587507
Kentucky,US,36.67948079999999,-88.97875928
Kentucky,US,37.30939025,-87.54670406
Kentucky,US,37.41866422,-83.99825483
Kentucky,US,37.87119786,-84.58252003
Kentucky,US,37.85106355,-82.8264322
Kentucky,US,37.35388197,-82.94981134
Kentucky,US,36.89225732,-83.85403396
Kentucky,US,37.54567114,-85.70138352
Kentucky,US,37.10975748,-84.11321779
Kentucky,US,38.07136018,-82.72882223
Kentucky,US,37.59645942,-83.71513901
Kentucky,US,37.09246661,-83.37999606
Kentucky,US,37.12306748,-82.85346474
Kentucky,US,38.53184419,-83.37735618
Kentucky,US,37.45475628,-84.6565327
Kentucky,US,37.21137452,-88.34797529
Kentucky,US,36.85949479,-86.877635
Kentucky,US,37.71659336,-84.27220275
Kentucky,US,37.70820545,-83.0657714
Kentucky,US,37.55218078,-85.26898542
Kentucky,US,36.88007070000001,-88.32803576
Kentucky,US,37.79990579,-82.51247478
Kentucky,US,38.59471935,-83.82151043
Kentucky,US,37.05350953,-88.70445755
Kentucky,US,36.73874143,-84.48102924
Kentucky,US,37.5301951,-87.26803443
Kentucky,US,37.96163597,-86.21028219
Kentucky,US,37.94090733,-83.59985712
Kentucky,US,37.81474237,-84.87488475
Kentucky,US,36.99459295,-85.63123699
Kentucky,US,36.71225341,-85.71596443
Kentucky,US,37.92465657,-83.25558245
Kentucky,US,37.21425819,-87.14632053
Kentucky,US,38.33342292,-84.01889177
Kentucky,US,37.47751843,-86.85368087
Kentucky,US,38.51679143,-84.82404619
Kentucky,US,37.42823949,-83.68811419
Kentucky,US,38.69607718,-84.35599463
Kentucky,US,37.25023553,-83.22922731
Kentucky,US,37.47088263,-82.39487445
Kentucky,US,37.83218794,-83.82553961
Kentucky,US,38.51923469,-84.05055616
Kentucky,US,37.36642393,-84.31176452
Kentucky,US,38.19484205,-83.42088935
Kentucky,US,36.99308373,-85.06070117
Kentucky,US,38.29622293,-84.5816631
Kentucky,US,38.21476019,-85.194223
Kentucky,US,36.74058474,-86.58047435
Kentucky,US,38.03223971,-85.32749335
Kentucky,US,37.3677562,-85.3329931
Kentucky,US,36.8381152,-87.17878374
Kentucky,US,36.80767017,-87.87333656
Kentucky,US,38.61056487,-85.33775972
Kentucky,US,37.66166713,-87.94300009
Kentucky,US,37.75599461,-85.17407732
Kentucky,US,36.80310688,-84.8251971
Kentucky,US,37.52168356,-87.67989953
Kentucky,US,36.75700531,-84.14541217
Kentucky,US,37.73941626,-83.49303612
Kentucky,US,38.04178222,-84.7417556
Louisiana,US,30.65385745,-92.82442028
Louisiana,US,32.0902519,-92.11752148
Louisiana,US,29.87592238,-93.19310676
Louisiana,US,31.44817835,-91.63814433
Louisiana,US,32.73926954,-91.23425694
Louisiana,US,30.84425359,-91.04976723
Louisiana,US,32.13675181,-91.67589857
Louisiana,US,31.59882456,-92.56124347
Louisiana,US,32.30251776,-92.55692092
Louisiana,US,30.26896765,-92.81210004
Louisiana,US,31.67884782,-92.15907765
Louisiana,US,32.6003154,-92.6659741
Louisiana,US,32.36918118,-91.23973355
Louisiana,US,32.81686191,-91.80421614
Louisiana,US,31.72321584,-93.09816516
Louisiana,US,30.71409502,-91.60209535
Louisiana,US,32.09530039,-93.34213308
Louisiana,US,32.41391005,-91.76634876
Louisiana,US,31.56388699,-93.55433981
Louisiana,US,30.82210324,-90.71013176
Louisiana,US,30.13112107,-91.61403569
Louisiana,US,32.00760749,-91.32915234
Louisiana,US,32.83121059,-92.3749373
Louisiana,US,29.83517605,-92.30292538
Louisiana,US,31.10884837,-93.18153838
Louisiana,US,32.78550125,-91.461201
Louisiana,US,30.87882871,-91.4148538
Louisiana,US,31.94449367,-92.63789413
Maine,US,46.65926321,-68.59841248
Maine,US,44.97330019,-70.44381045
Maine,US,44.59816444,-68.38401854
Maine,US,44.11486325,-69.10529169
Maine,US,45.83839062,-69.2860223
Maine,US,45.51229767,-69.95995554
Maine,US,44.4858305,-69.12061935
Maine,US,45.01607142,-67.62813524
Maryland,US,39.62357628,-78.69280486
Maryland,US,39.56647682,-75.94627411
Maryland,US,38.45413522,-76.02752426
Maryland,US,39.52786077,-79.27355126
Maryland,US,39.24976208,-76.04741541
Massachusetts,US,41.40674725,-70.68763497
Massachusetts,US,41.2942019,-70.08774729
Michigan,US,44.6846864,-83.59507875
Michigan,US,46.41292944,-86.60260122
Michigan,US,45.03477666,-83.62212411
Michigan,US,44.99690221,-85.15503082
Michigan,US,44.0636262,-83.89277559
Michigan,US,46.6720582,-88.36363591
Michigan,US,44.63899297,-86.01608482
Michigan,US,41.91600556,-85.05929476
Michigan,US,41.91522292,-85.99405727
Michigan,US,45.44787015,-84.50122149
Michigan,US,46.29552653,-84.54353449
Michigan,US,44.68255561,-84.61006219
Michigan,US,45.90484910000001,-86.9080745
Michigan,US,46.00999672,-87.86961634
Michigan,US,46.40862701,-89.69377193
Michigan,US,43.29265605,-84.60505416
Michigan,US,41.88753639,-84.59312019
Michigan,US,46.89988536,-88.68495385
Michigan,US,43.83353985,-83.04078453
Michigan,US,42.94502238,-85.07413319
Michigan,US,44.35486835,-83.63484895
Michigan,US,46.20974132,-88.53136251
Michigan,US,43.64060976,-84.84664923
Michigan,US,42.24542231,-85.53038622
Michigan,US,44.68512729,-85.09085699
Michigan,US,47.63197653,-88.41434263
Michigan,US,43.99050893,-85.802173
Michigan,US,43.09052506,-83.22153148
Michigan,US,41.89475156,-84.06603727
Michigan,US,46.47227431,-85.54471223
Michigan,US,46.07028979,-85.04980537
Michigan,US,44.33352407,-86.05626916
Michigan,US,46.4338914,-87.64043701
Michigan,US,43.99509218,-86.24988902
Michigan,US,43.64064262,-85.32463223
Michigan,US,45.58038692,-87.55370409
Michigan,US,44.33772443,-85.09256478
Michigan,US,45.0275929,-84.12696227
Michigan,US,43.29123859,-86.15176712
Michigan,US,43.554374,-85.80070107
Michigan,US,43.64124435,-86.26726673
Michigan,US,44.33481032,-84.12725175
Michigan,US,46.665226200000006,-89.31390481
Michigan,US,43.98992088,-85.32566756
Michigan,US,44.68192279,-84.12939244
Michigan,US,45.34018577,-83.91498656
Michigan,US,43.42406072,-82.82055898
Michigan,US,46.19235734,-86.19972234
Michigan,US,42.95392800000001,-84.14585902
Michigan,US,41.91441767,-85.52797979
Michigan,US,42.25190229,-86.01939087
Minnesota,US,46.60962049,-93.4116826
Minnesota,US,46.93479392,-95.67158144
Minnesota,US,47.97373527,-94.93732139
Minnesota,US,45.42712824,-96.41403739
Minnesota,US,44.24205652,-94.72562874
Minnesota,US,46.59180601,-92.67601019
Minnesota,US,45.02343421,-95.56403693
Minnesota,US,47.57992111,-95.37790562
Minnesota,US,47.90504893,-90.52629546
Minnesota,US,44.00715262,-95.18138802
Minnesota,US,46.48096553,-94.06755609
Minnesota,US,45.93348491,-95.45335469
Minnesota,US,43.67381499,-93.94787458
Minnesota,US,43.67394126,-92.08980382
Minnesota,US,43.67385583,-93.34884422
Minnesota,US,44.40849741,-92.7234195
Minnesota,US,45.93424769,-96.01139609
Minnesota,US,43.67129565,-91.49143057
Minnesota,US,47.10778564,-94.91693868
Minnesota,US,45.56181234,-93.29487636
Minnesota,US,47.51009045,-93.63092229
Minnesota,US,45.9459309,-93.29275192
Minnesota,US,45.1526059,-95.00586446
Minnesota,US,48.77754106,-96.78317184
Minnesota,US,48.24539665,-93.78352843
Minnesota,US,44.9973857,-96.17488219
Minnesota,US,47.64270764,-91.44557998
Minnesota,US,48.77217001,-94.90274472
Minnesota,US,44.37136597,-93.72844721
Minnesota,US,44.41311883,-96.26688165
Minnesota,US,44.41327865,-95.83806103
Minnesota,US,47.32557075,-95.80921485
Minnesota,US,48.35825983,-96.37017407
Minnesota,US,44.82367677,-94.27287017
Minnesota,US,45.12328869,-94.52839455
Minnesota,US,45.93705297,-93.63236823
Minnesota,US,46.01265363,-94.27341528
Minnesota,US,44.02216709,-95.76328482
Minnesota,US,43.67434621,-95.75329576
Minnesota,US,47.32628443,-96.45620947
Minnesota,US,46.40846929,-95.70835255
Minnesota,US,48.06642577,-96.0370814
Minnesota,US,46.12105238,-92.74070188
Minnesota,US,44.02301619,-96.25841142
Minnesota,US,47.77372465,-96.40134647
Minnesota,US,45.58606667,-95.44451209
Minnesota,US,47.87197525,-96.09561104
Minnesota,US,44.40555844,-95.25207021
Minnesota,US,43.67482683,-96.25296832
Minnesota,US,48.77501878,-95.81079919
Minnesota,US,45.44447208,-93.77617511
Minnesota,US,44.5796592,-94.23164924
Minnesota,US,45.58613007,-96.00163705
Minnesota,US,45.2829032,-95.68264092
Minnesota,US,46.06996226,-94.89785296
Minnesota,US,45.77298854,-96.47062949
Minnesota,US,46.58589171,-94.96968506
Minnesota,US,43.97823903,-94.61413846
Minnesota,US,46.35721532,-96.4684375
Minnesota,US,43.98772283,-91.78081305
Minnesota,US,44.71710183,-95.86842453
Mississippi,US,34.88084463,-88.57996173
Mississippi,US,31.17467303,-90.80501621
Mississippi,US,34.81681228,-89.18945516
Mississippi,US,33.93683395,-89.33686647
Mississippi,US,33.44834567,-89.91994479
Mississippi,US,33.34598242,-89.24809382
Mississippi,US,31.97061673,-90.90702196
Mississippi,US,32.04158545,-88.68896219999998
Mississippi,US,31.63225413,-89.55389939
Mississippi,US,31.21444233,-88.63922281
Mississippi,US,32.72531359,-90.97392828
Mississippi,US,32.01922104,-89.11786866
Mississippi,US,31.73397872,-91.03764977
Mississippi,US,31.56884708,-89.82670990000003
Mississippi,US,32.75462946,-88.64105766
Mississippi,US,31.20572971,-89.5077704
Mississippi,US,32.40419769,-88.66229662
Mississippi,US,31.23132643,-89.8209217
Mississippi,US,32.75339664,-89.11726492
Mississippi,US,32.40021118,-89.11843336
Mississippi,US,33.11009499,-88.56949061
Mississippi,US,34.61810501,-88.51986294
Mississippi,US,34.25157572,-90.28908
Mississippi,US,32.88149103,-90.8159538
Mississippi,US,30.79187949,-89.11547539
Mississippi,US,33.95339918,-90.1729398
Mississippi,US,34.74023475,-88.23917219
Mississippi,US,32.35810271,-90.83352619
Mississippi,US,31.64135687,-88.69573913
Mississippi,US,34.02824175,-89.70762049999998
Missouri,US,39.98492163,-94.80163024
Missouri,US,40.43238737,-95.42970639
Missouri,US,39.215877,-91.84242683
Missouri,US,36.70978521,-93.82919888
Missouri,US,37.50207671,-94.34757022
Missouri,US,38.29503305,-93.28756116
Missouri,US,37.32449052,-90.02725304
Missouri,US,39.65816401,-94.80138942
Missouri,US,36.71462476,-90.40421163
Missouri,US,39.65620858,-93.98308093
Missouri,US,38.83674754,-91.92186505
Missouri,US,38.02199522,-92.76083747
Missouri,US,37.38489388,-89.6843587
Missouri,US,39.42762566,-93.50626255
Missouri,US,36.94160441,-90.96051322
Missouri,US,37.72391475,-93.85445441
Missouri,US,39.51499357,-92.9629191
Missouri,US,40.41040752,-91.73661677
Missouri,US,39.31132056,-94.41850862
Missouri,US,39.6013098,-94.40465394
Missouri,US,38.844478,-92.80896081
Missouri,US,37.97663738,-91.30528104
Missouri,US,37.431814,-93.8503345
Missouri,US,37.6811355,-93.02127031
Missouri,US,39.96145298,-93.98519678
Missouri,US,39.89201062,-94.40476508
Missouri,US,37.60663134,-91.50790473
Missouri,US,36.9325593,-92.49905109
Missouri,US,38.41127108,-91.07522826
Missouri,US,38.43947277,-91.50847147
Missouri,US,40.21097916,-94.40944419
Missouri,US,40.11406587,-93.56509276
Missouri,US,40.35570088,-93.99222144
Missouri,US,37.94163617,-93.3203037
Missouri,US,40.09799248,-95.2163888
Missouri,US,39.1435761,-92.69756691
Missouri,US,36.77383887,-91.88683935
Missouri,US,37.55487945,-90.7735296
Missouri,US,38.25926778,-90.53870896
Missouri,US,40.12699751,-92.14780832
Missouri,US,37.65896829,-92.5888493
Missouri,US,39.06986886,-93.78076396
Missouri,US,37.10626634,-93.83293097
Missouri,US,40.09673161,-91.72070156
Missouri,US,39.05345619,-90.95588181
Missouri,US,39.87001769,-93.10704106
Missouri,US,39.78110272,-93.54645978
Missouri,US,39.83049768,-92.56453089
Missouri,US,37.47865134,-90.3467143
Missouri,US,38.16193985,-91.92249662
Missouri,US,39.80601912,-91.62203062
Missouri,US,36.62869595,-94.34867205
Missouri,US,40.42212303,-93.5682959
Missouri,US,38.21450288,-92.42610898
Missouri,US,36.82516239,-89.29505753
Missouri,US,38.63571781,-92.57976951
Missouri,US,39.49593978,-92.00043978
Missouri,US,38.94022054,-91.47000721
Missouri,US,38.4181765,-92.88791859
Missouri,US,36.59666326,-89.66070007
Missouri,US,36.90519407,-94.3394104
Missouri,US,40.36079813,-94.88133008
Missouri,US,36.68710164,-91.4033755
Missouri,US,38.46036182,-91.8613635
Missouri,US,36.64916339,-92.44459066
Missouri,US,36.2130572,-89.78742322
Missouri,US,37.70660776,-89.82741088
Missouri,US,38.72798918,-93.28471706
Missouri,US,37.87736118,-91.79351727
Missouri,US,39.34310674,-91.16980779
Missouri,US,39.38154439,-94.77068479
Missouri,US,37.6162296,-93.39828174
Missouri,US,40.47942497,-93.02042674
Missouri,US,39.52817427,-91.51838643
Missouri,US,39.44007257,-92.4971374
Missouri,US,39.3537468,-93.98905745
Missouri,US,37.36085952,-90.97009925
Missouri,US,36.65460667,-90.85990261
Missouri,US,39.13734288,-93.20259964
Missouri,US,40.46921489,-92.52311943
Missouri,US,40.45214695,-92.14709064
Missouri,US,37.15772072,-91.40190382
Missouri,US,39.79742518,-92.07634971
Missouri,US,38.03699437,-93.77631447
Missouri,US,37.81214171,-90.47598685
Missouri,US,37.89090059,-90.1949941
Missouri,US,36.85571651,-89.9444155
Missouri,US,36.75000327,-93.45256475
Missouri,US,40.2099105,-93.11150106
Missouri,US,36.65465345,-93.04075153
Missouri,US,37.31728859,-91.96564727
Missouri,US,37.8457799,-94.34127305
Missouri,US,38.76529479,-91.16124662
